B01_07_QTYP,POE\DPTagVar\DPTagVarV.VB,,,,,,BYTE,%MB3.8572,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%ID444,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_03,POE\DPTagVar\DPTagVar.STB,,298,0,读,,REAL,%ID444,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_03,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%ID444,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_03_AV,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7196,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_AV,POE\DPTagVar\DPTagVar.STB,,299,0,写,:=,REAL,%MD3.7196,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_AV,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7196,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_AVR,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7192,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_AVR,POE\DPTagVar\DPTagVar.STB,,299,0,写,:=,REAL,%MD3.7192,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_AVR,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7192,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_BF,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8677.1,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_BF,POE\DPTagVar\DPTagVar.STB,,298,0,读,,BOOL,%MX3.8677.1,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_BF,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8677.1,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_CST,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,WORD,%MW3.8310,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_CST,POE\DPTagVar\DPTagVar.STB,,299,0,写,:=,WORD,%MW3.8310,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_CST,POE\DPTagVar\DPTagVarV.VB,,,,,,WORD,%MW3.8310,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_FAI,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7188,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_FAI,POE\DPTagVar\DPTagVar.STB,,298,0,读,,REAL,%MD3.7188,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_FAI,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7188,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_MS,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8677.3,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_MS,POE\DPTagVar\DPTagVar.STB,,299,0,写,:=,BOOL,%MX3.8677.3,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_MS,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8677.3,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_Q,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8677.2,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_Q,POE\DPTagVar\DPTagVar.STB,,299,0,写,:=,BOOL,%MX3.8677.2,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_Q,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8677.2,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_QTYP,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BYTE,%MB3.8563,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_03_QTYP,POE\DPTagVar\DPTagVar.STB,,299,0,写,:=,BYTE,%MB3.8563,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_03_QTYP,POE\DPTagVar\DPTagVarV.VB,,,,,,BYTE,%MB3.8563,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%ID448,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_04,POE\DPTagVar\DPTagVar.STB,,301,0,读,,REAL,%ID448,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_04,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%ID448,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_04_AV,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7208,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_AV,POE\DPTagVar\DPTagVar.STB,,302,0,写,:=,REAL,%MD3.7208,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_AV,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7208,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_AVR,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7204,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_AVR,POE\DPTagVar\DPTagVar.STB,,302,0,写,:=,REAL,%MD3.7204,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_AVR,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7204,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_BF,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8677.4,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_BF,POE\DPTagVar\DPTagVar.STB,,301,0,读,,BOOL,%MX3.8677.4,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_BF,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8677.4,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_CST,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,WORD,%MW3.8312,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_CST,POE\DPTagVar\DPTagVar.STB,,302,0,写,:=,WORD,%MW3.8312,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_CST,POE\DPTagVar\DPTagVarV.VB,,,,,,WORD,%MW3.8312,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_FAI,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7200,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_FAI,POE\DPTagVar\DPTagVar.STB,,301,0,读,,REAL,%MD3.7200,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_FAI,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7200,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_MS,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8677.6,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_MS,POE\DPTagVar\DPTagVar.STB,,302,0,写,:=,BOOL,%MX3.8677.6,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_MS,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8677.6,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_Q,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8677.5,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_Q,POE\DPTagVar\DPTagVar.STB,,302,0,写,:=,BOOL,%MX3.8677.5,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_Q,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8677.5,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_QTYP,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BYTE,%MB3.8564,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_04_QTYP,POE\DPTagVar\DPTagVar.STB,,302,0,写,:=,BYTE,%MB3.8564,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_04_QTYP,POE\DPTagVar\DPTagVarV.VB,,,,,,BYTE,%MB3.8564,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%ID472,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_05,POE\DPTagVar\DPTagVar.STB,,316,0,读,,REAL,%ID472,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_05,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%ID472,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_05_AV,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7268,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_AV,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,REAL,%MD3.7268,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_AV,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7268,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_AVR,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7264,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_AVR,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,REAL,%MD3.7264,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_AVR,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7264,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
