BP140,10,@GV,0,4,73,0,0
BLIA04,10,@GV,67108864,4,73,0,0
BLIA05,10,@GV,134217728,4,73,0,0
BPT101,10,@GV,201326592,4,73,0,0
BPT102,10,@GV,268435456,4,73,0,0
BPT103,10,@GV,335544320,4,73,0,0
BBYAI_305_01,10,@GV,402653184,4,73,0,0
BBYAI_305_02,10,@GV,469762048,4,73,0,0
BPT104,10,@GV,603979776,4,73,0,0
BPT105,10,@GV,671088640,4,73,0,0
BPT106,10,@GV,738197504,4,73,0,0
BPT107,10,@GV,805306368,4,73,0,0
BPT108,10,@GV,872415232,4,73,0,0
BFT061,10,@GV,939524096,4,73,0,0
BBYAI_305_03,10,@GV,1006632960,4,73,0,0
BBYAI_305_04,10,@GV,1073741824,4,73,0,0
BFT071,10,@GV,1207959552,4,73,0,0
BFT081,10,@GV,1275068416,4,73,0,0
BFT091,10,@GV,1342177280,4,73,0,0
BPT054,10,@GV,1409286144,4,73,0,0
BPT123,10,@GV,1476395008,4,73,0,0
BLT059,10,@GV,1543503872,4,73,0,0
BBYAI_305_05,10,@GV,1610612736,4,73,0,0
BBYAI_305_06,10,@GV,1677721600,4,73,0,0
BLIA01,10,@GV,1811939328,4,73,0,0
BBYAI_305_11,10,@GV,1879048192,4,73,0,0
BBYAI_305_12,10,@GV,1946157056,4,73,0,0
BBYAI_305_17,10,@GV,2013265920,4,73,0,0
BPT115,10,@GV,2080374784,4,73,0,0
BLIA03,10,@GV,2147483648,4,73,0,0
BBYAI_305_07,10,@GV,2214592512,4,73,0,0
BBYAI_305_08,10,@GV,2281701376,4,73,0,0
B10_03,10,@GV,2415919104,4,73,0,0
B08_04,10,@GV,2483027968,4,73,0,0
B10_04,10,@GV,2550136832,4,73,0,0
B11_05,10,@GV,2617245696,4,73,0,0
B10_05,10,@GV,2684354560,4,73,0,0
B09_05,10,@GV,2751463424,4,73,0,0
BBYAI_305_42,10,@GV,2818572288,4,73,0,0
BBYAI_305_43,10,@GV,2885681152,4,73,0,0
B08_05,10,@GV,3019898880,4,73,0,0
B11_06,10,@GV,3087007744,4,73,0,0
B10_06,10,@GV,3154116608,4,73,0,0
B08_06,10,@GV,3221225472,4,73,0,0
B11_07,10,@GV,3288334336,4,73,0,0
B10_07,10,@GV,3355443200,4,73,0,0
BBYAI_305_44,10,@GV,3422552064,4,73,0,0
BBYAI_305_45,10,@GV,3489660928,4,73,0,0
B09_07,10,@GV,3623878656,4,73,0,0
B08_07,10,@GV,3690987520,4,73,0,0
B10_08,10,@GV,3758096384,4,73,0,0
B09_08,10,@GV,3825205248,4,73,0,0
B10_09,10,@GV,3892314112,4,73,0,0
B09_09,10,@GV,3959422976,4,73,0,0
BBYAI_305_46,10,@GV,4026531840,4,73,0,0
BBYAI_305_47,10,@GV,4093640704,4,73,0,0
B03_02,10,@GV,4227858432,4,73,0,0
B03_03,10,@GV,65536,4,73,0,0
B04_02,10,@GV,67174400,4,73,0,0
B05_01,10,@GV,134283264,4,73,0,0
B05_02,10,@GV,201392128,4,73,0,0
B05_03,10,@GV,268500992,4,73,0,0
BBYAI_305_48,10,@GV,335609856,4,73,0,0
BBYAI_305_49,10,@GV,402718720,4,73,0,0
B06_01,10,@GV,536936448,4,73,0,0
B06_02,10,@GV,604045312,4,73,0,0
B07_01,10,@GV,671154176,4,73,0,0
B05_04,10,@GV,738263040,4,73,0,0
B07_02,10,@GV,805371904,4,73,0,0
B08_02,10,@GV,872480768,4,73,0,0
BBYAI_305_50,10,@GV,939589632,4,73,0,0
BBYAI_305_51,10,@GV,1006698496,4,73,0,0
B09_02,10,@GV,1140916224,4,73,0,0
B07_03,10,@GV,1208025088,4,73,0,0
B06_04,10,@GV,1275133952,4,73,0,0
B07_04,10,@GV,1342242816,4,73,0,0
B08_03,10,@GV,1409351680,4,73,0,0
B09_03,10,@GV,1476460544,4,73,0,0
B04_07,10,@GV,1543569408,4,73,0,0
BBYAI_305_52,10,@GV,1610678272,4,73,0,0
B04_08,10,@GV,1744896000,4,73,0,0
B04_09,10,@GV,1812004864,4,73,0,0
B04_10,10,@GV,1879113728,4,73,0,0
B05_11,10,@GV,1946222592,4,73,0,0
B05_10,10,@GV,2013331456,4,73,0,0
B05_09,10,@GV,2080440320,4,73,0,0
B05_08,10,@GV,2147549184,4,73,0,0
BBYAI_305_54,10,@GV,2214658048,4,73,0,0
B06_11,10,@GV,2348875776,4,73,0,0
B06_10,10,@GV,2415984640,4,73,0,0
B06_08,10,@GV,2483093504,4,73,0,0
B07_11,10,@GV,2550202368,4,73,0,0
B07_10,10,@GV,2617311232,4,73,0,0
B07_09,10,@GV,2684420096,4,73,0,0
B07_08,10,@GV,2751528960,4,73,0,0
BBYAI_305_55,10,@GV,2818637824,4,73,0,0
B08_10,10,@GV,2952855552,4,73,0,0
B09_10,10,@GV,3019964416,4,73,0,0
B08_08,10,@GV,3087073280,4,73,0,0
B02_03,10,@GV,3154182144,4,73,0,0
B02_04,10,@GV,3221291008,4,73,0,0
B03_04,10,@GV,3288399872,4,73,0,0
B04_04,10,@GV,3355508736,4,73,0,0
BBYAI_305_56,10,@GV,3422617600,4,73,0,0
B01_05,10,@GV,3556835328,4,73,0,0
