BBB9_AC220V_EI_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,9#补偿棒应急AC220V I段供电状态,
BBB9_DC110V_EI_COM,POE\C01\BK_COM2.GB,IN,275,100,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,9#补偿棒应急DC110V I段供电状态,
BBB9_DC110V_EI_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,9#补偿棒应急DC110V I段供电状态,
BBB9_DJ_COM,POE\C01\BK_COM2.GB,IN,223,30,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,9#补偿棒到底部终端位置,
BBB9_DJ_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,9#补偿棒到底部终端位置,
BBB9_WD_P_COM,POE\C01\BK_COM2.GB,IN,379,72,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,9#补偿棒电位器供电状态,
BBB9_WD_P_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,9#补偿棒电位器供电状态,
BBB9_ZKF_P_COM,POE\C01\BK_COM2.GB,IN,376,31,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,9#补偿棒自整角机供电状态,
BBB9_ZKF_P_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,9#补偿棒自整角机供电状态,
BDCS_P_SET1,POE\C01\BK_COM2.GB,OUT,27,80,写,,WORD,,,VAR_EXTERNAL,GLOBAL,,功率定值低位,
BDCS_P_SET1,POE\C01\C01V.VB,,,,,,WORD,,,VAR_EXTERNAL,DEFINITION,,功率定值低位,
BDCS_P_SET2,POE\C01\BK_COM2.GB,OUT,43,80,写,,WORD,,,VAR_EXTERNAL,GLOBAL,,功率定值高位,
BDCS_P_SET2,POE\C01\C01V.VB,,,,,,WORD,,,VAR_EXTERNAL,DEFINITION,,功率定值高位,
BDCS_P_SET_DW,POE\C01\BK_COM2.GB,IN,43,12,读,,DWORD,,,VAR_EXTERNAL,GLOBAL,,功率定值,
BDCS_P_SET_DW,POE\C01\C01V.VB,,,,,,DWORD,,,VAR_EXTERNAL,DEFINITION,,功率定值,
BDCS_READY_COM,POE\C01\BK_COM2.GB,IN,161,257,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,监控系统准备好,
BDCS_READY_COM,POE\C01\BK_COM2.GB,IN,273,261,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,监控系统准备好,
BDCS_READY_COM,POE\C01\BK_COM2.GB,IN,220,258,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,监控系统准备好,
BDCS_READY_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,监控系统准备好,
BDCS_T_LMT,POE\C01\BK_COM2.GB,OUT,91,174,写,,UINT,,,VAR_EXTERNAL,GLOBAL,,限制周期,
BDCS_T_LMT,POE\C01\BK_COM2.GB,OUT,73,176,写,,UINT,,,VAR_EXTERNAL,GLOBAL,,限制周期,
BDCS_T_LMT,POE\C01\BK_COM2.GB,OUT,143,176,写,,UINT,,,VAR_EXTERNAL,GLOBAL,,限制周期,
BDCS_T_LMT,POE\C01\BK_COM2.GB,OUT,117,175,写,,UINT,,,VAR_EXTERNAL,GLOBAL,,限制周期,
BDCS_T_LMT,POE\C01\C01V.VB,,,,,,UINT,,,VAR_EXTERNAL,DEFINITION,,限制周期,
BDCS_T_LMT_C,POE\C01\BK_COM2.GB,IN,113,18,读,,WORD,,,VAR_EXTERNAL,GLOBAL,,KC,
BDCS_T_LMT_C,POE\C01\C01V.VB,,,,,,WORD,,,VAR_EXTERNAL,DEFINITION,,KC,
BDCS_T_LMT_S,POE\C01\BK_COM2.GB,OUT,117,53,写,,DWORD,,,VAR_EXTERNAL,GLOBAL,,KC,
BDCS_T_LMT_S,POE\C01\C01V.VB,,,,,,DWORD,,,VAR_EXTERNAL,DEFINITION,,KC,
BFAN1_ERR_COM,POE\C01\BK_COM2.GB,IN,282,28,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,控制柜I风扇故障,
