B02_05_AVI,POE\DPTagVar\DPTagVarV.VB,,,,,,AVI,,,VAR,DEFINITION,,,
B02_05_AVI.AV,POE\DPTagVar\DPTagVar.STB,,317,0,读,,,,,VAR,LOCAL,,,
B02_05_AVI.AVR,POE\DPTagVar\DPTagVar.STB,,317,0,读,,,,,VAR,LOCAL,,,
B02_05_AVI.CST,POE\DPTagVar\DPTagVar.STB,,317,0,读,,,,,VAR,LOCAL,,,
B02_05_AVI.CSTA,POE\DPTagVar\MODIO.STB,,106,0,写,:=,,,,VAR,LOCAL,,,
B02_05_AVI.MS,POE\DPTagVar\DPTagVar.STB,,317,0,读,,,,,VAR,LOCAL,,,
B02_05_AVI.MST,POE\DPTagVar\MODIO.STB,,106,0,写,:=,,,,VAR,LOCAL,,,
B02_05_AVI.Q,POE\DPTagVar\DPTagVar.STB,,317,0,读,,,,,VAR,LOCAL,,,
B02_05_AVI.QTYP,POE\DPTagVar\DPTagVar.STB,,317,0,读,,,,,VAR,LOCAL,,,
B02_05_AVR,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_AVR,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_05_BF,POE\DPTagVar\DPTagVar.STB,,316,0,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_BF,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_05_CST,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,WORD,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_CST,POE\DPTagVar\DPTagVarV.VB,,,,,,WORD,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_05_FAI,POE\DPTagVar\DPTagVar.STB,,316,0,读,,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_FAI,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_05_MS,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,BOOL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_MS,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_05_Q,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,BOOL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_Q,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_05_QTYP,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,BYTE,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_05_QTYP,POE\DPTagVar\DPTagVarV.VB,,,,,,BYTE,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06,POE\DPTagVar\DPTagVar.STB,,328,0,读,,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_AV,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_AV,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_AVI,POE\DPTagVar\DPTagVar.STB,,328,0,调用,,,,,VAR,FB,,,
B02_06_AVI,POE\DPTagVar\DPTagVarV.VB,,,,,,AVI,,,VAR,DEFINITION,,,
B02_06_AVI.AV,POE\DPTagVar\DPTagVar.STB,,329,0,读,,,,,VAR,LOCAL,,,
B02_06_AVI.AVR,POE\DPTagVar\DPTagVar.STB,,329,0,读,,,,,VAR,LOCAL,,,
B02_06_AVI.CST,POE\DPTagVar\DPTagVar.STB,,329,0,读,,,,,VAR,LOCAL,,,
B02_06_AVI.CSTA,POE\DPTagVar\MODIO.STB,,110,0,写,:=,,,,VAR,LOCAL,,,
B02_06_AVI.MS,POE\DPTagVar\DPTagVar.STB,,329,0,读,,,,,VAR,LOCAL,,,
B02_06_AVI.MST,POE\DPTagVar\MODIO.STB,,110,0,写,:=,,,,VAR,LOCAL,,,
B02_06_AVI.Q,POE\DPTagVar\DPTagVar.STB,,329,0,读,,,,,VAR,LOCAL,,,
B02_06_AVI.QTYP,POE\DPTagVar\DPTagVar.STB,,329,0,读,,,,,VAR,LOCAL,,,
B02_06_AVR,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_AVR,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_BF,POE\DPTagVar\DPTagVar.STB,,328,0,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_BF,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_CST,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,WORD,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_CST,POE\DPTagVar\DPTagVarV.VB,,,,,,WORD,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_FAI,POE\DPTagVar\DPTagVar.STB,,328,0,读,,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_FAI,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_MS,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,BOOL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_MS,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_Q,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,BOOL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_Q,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_06_QTYP,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,BYTE,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
B02_06_QTYP,POE\DPTagVar\DPTagVarV.VB,,,,,,BYTE,,,VAR_EXTERNAL,DEFINITION,,FUNCTION BLOCK VAR,
B02_07,POE\DPTagVar\DPTagVar.STB,,331,0,读,,REAL,,,VAR_EXTERNAL,GLOBAL,,FUNCTION BLOCK VAR,
